WARD,NEIGHBOURHOOD_NUMBER,STRUCTURE_TYPE,OCCUPIED,UNOCCUPIED,NO_LONGER_IN_USE,NO_RESPONSE
Ward 10,5550,Duplex/Fourplex,0,0,0,0
Ward 10,5550,Row House,0,0,0,0
Ward 10,5550,Apartment (5+ stories),0,0,0,0
Ward 10,5550,Apartment (1-4 stories),0,0,0,0
Ward 10,5550,Manufactured/Mobile Home,0,0,0,0
Ward 10,5550,Institution/Collective Residence,0,0,0,0
Ward 10,5550,Hotel/Motel,0,0,0,0
Ward 10,5550,RV/Tent/Other,0,0,0,0
Ward 10,5550,No Response,0,0,0,0
Ward 10,5560,Single Detached House,0,0,0,0
Ward 10,5560,Duplex/Fourplex,0,0,0,0
Ward 10,5560,Row House,0,0,0,0
Ward 10,5560,Apartment (5+ stories),0,0,0,0
Ward 10,5560,Apartment (1-4 stories),0,0,0,0
Ward 10,5560,Manufactured/Mobile Home,0,0,0,0
Ward 10,5560,Institution/Collective Residence,0,0,0,0
Ward 10,5560,Hotel/Motel,0,0,0,0
Ward 10,5560,RV/Tent/Other,0,0,0,0
Ward 10,5560,No Response,0,0,0,0
Ward 11,6010,Single Detached House,333,8,11,0
Ward 11,6010,Duplex/Fourplex,3,1,4,0
Ward 11,6010,Row House,2,0,0,0
Ward 11,6010,Apartment (5+ stories),0,0,0,0
Ward 11,6010,Apartment (1-4 stories),0,0,0,0
Ward 11,6010,Manufactured/Mobile Home,0,0,0,0
Ward 11,6010,Institution/Collective Residence,0,0,0,0
Ward 11,6010,Hotel/Motel,0,0,0,0
Ward 11,6010,RV/Tent/Other,0,0,0,0
Ward 11,6010,No Response,0,0,0,0
Ward 11,6020,Single Detached House,851,21,24,0
Ward 11,6020,Duplex/Fourplex,24,0,5,0
Ward 11,6020,Row House,0,0,0,0
Ward 11,6020,Apartment (5+ stories),0,0,0,0
Ward 11,6020,Apartment (1-4 stories),108,1,4,0
Ward 11,6020,Manufactured/Mobile Home,0,0,0,0
Ward 11,6020,Institution/Collective Residence,0,0,0,0
Ward 11,6020,Hotel/Motel,0,0,0,0
Ward 11,6020,RV/Tent/Other,0,0,0,0
Ward 11,6020,No Response,0,0,0,0
Ward 11,6090,Single Detached House,0,0,0,0
Ward 11,6090,Duplex/Fourplex,0,0,0,0
Ward 11,6090,Row House,0,0,0,0
Ward 11,6090,Apartment (5+ stories),0,0,0,0
Ward 11,6090,Apartment (1-4 stories),0,0,0,0
Ward 11,6090,Manufactured/Mobile Home,0,0,0,0
Ward 11,6090,Institution/Collective Residence,0,0,0,0
Ward 11,6090,Hotel/Motel,0,0,0,0
Ward 11,6090,RV/Tent/Other,0,0,0,0
Ward 11,6090,No Response,0,0,0,0
Ward 11,6100,Single Detached House,0,0,0,0
Ward 11,6100,Duplex/Fourplex,0,0,0,0
Ward 11,6100,Row House,0,0,0,0
Ward 11,6100,Apartment (5+ stories),0,0,0,0
Ward 11,6100,Apartment (1-4 stories),0,0,0,0
Ward 11,6100,Manufactured/Mobile Home,0,0,0,0
Ward 11,6100,Institution/Collective Residence,0,0,0,0
Ward 11,6100,Hotel/Motel,0,0,0,0
Ward 11,6100,RV/Tent/Other,0,0,0,0
Ward 11,6100,No Response,0,0,0,0
Ward 11,6110,Single Detached House,0,0,0,0
Ward 11,6110,Duplex/Fourplex,0,0,0,0
Ward 11,6110,Row House,0,0,0,0
Ward 11,6110,Apartment (5+ stories),0,0,0,0
Ward 11,6110,Apartment (1-4 stories),0,0,0,0
Ward 11,6110,Manufactured/Mobile Home,0,0,0,0
Ward 11,6110,Institution/Collective Residence,0,0,0,0
Ward 11,6110,Hotel/Motel,0,0,0,0
Ward 11,6110,RV/Tent/Other,0,0,0,0
Ward 11,6110,No Response,0,0,0,0
Ward 11,6160,Single Detached House,0,0,0,0
Ward 11,6160,Duplex/Fourplex,0,0,0,0
Ward 11,6160,Row House,0,0,0,0
Ward 11,6160,Apartment (5+ stories),0,0,0,0
Ward 11,6160,Apartment (1-4 stories),0,0,0,0
Ward 11,6160,Manufactured/Mobile Home,0,0,0,0
Ward 11,6160,Institution/Collective Residence,0,0,0,0
Ward 11,6160,Hotel/Motel,0,0,0,0
Ward 11,6160,RV/Tent/Other,0,0,0,0
Ward 11,6160,No Response,0,0,0,0
Ward 11,6170,Single Detached House,0,0,0,0
Ward 11,6170,Duplex/Fourplex,0,0,0,0
Ward 11,6170,Row House,0,0,0,0
Ward 11,6170,Apartment (5+ stories),0,0,0,0
Ward 11,6170,Apartment (1-4 stories),0,0,0,0
Ward 11,6170,Manufactured/Mobile Home,0,0,0,0
Ward 11,6170,Institution/Collective Residence,0,0,0,0
Ward 11,6170,Hotel/Motel,0,0,0,0
Ward 11,6170,RV/Tent/Other,0,0,0,0
Ward 11,6170,No Response,0,0,0,0
Ward 11,6190,Single Detached House,0,0,0,0
Ward 11,6190,Duplex/Fourplex,0,0,0,0
Ward 11,6190,Row House,0,0,0,0
Ward 11,6190,Apartment (5+ stories),0,0,0,0
Ward 11,6190,Apartment (1-4 stories),0,0,0,0
Ward 11,6190,Manufactured/Mobile Home,0,0,0,0
Ward 11,6190,Institution/Collective Residence,0,0,0,0
Ward 11,6190,Hotel/Motel,0,0,0,0
Ward 11,6190,RV/Tent/Other,0,0,0,0
Ward 11,6190,No Response,0,0,0,0
Ward 11,6195,Single Detached House,0,0,0,0
Ward 11,6195,Duplex/Fourplex,0,0,0,0
Ward 11,6195,Row House,0,0,0,0
Ward 11,6195,Apartment (5+ stories),0,0,0,0
Ward 11,6195,Apartment (1-4 stories),0,0,0,0
Ward 11,6195,Manufactured/Mobile Home,0,0,0,0
Ward 11,6195,Institution/Collective Residence,0,0,0,0
Ward 11,6195,Hotel/Motel,0,0,0,0
Ward 11,6195,RV/Tent/Other,0,0,0,0
Ward 11,6195,No Response,0,0,0,0
Ward 11,6200,Single Detached House,572,7,5,0
Ward 11,6200,Duplex/Fourplex,52,1,0,0
Ward 11,6200,Row House,213,4,1,0
Ward 11,6200,Apartment (5+ stories),0,0,0,0
Ward 11,6200,Apartment (1-4 stories),99,2,0,0
Ward 11,6200,Manufactured/Mobile Home,0,0,0,0
Ward 11,6200,Institution/Collective Residence,0,0,0,0
Ward 11,6200,Hotel/Motel,0,0,0,0
Ward 11,6200,RV/Tent/Other,1,0,0,0
Ward 11,6200,No Response,0,0,0,0
Ward 11,6250,Single Detached House,0,0,0,0
Ward 11,6250,Duplex/Fourplex,0,0,0,0
Ward 11,6250,Row House,0,0,0,0
Ward 11,6250,Apartment (5+ stories),0,0,0,0
Ward 11,6250,Apartment (1-4 stories),168,13,0,0
Ward 11,6250,Manufactured/Mobile Home,0,0,0,0
Ward 11,6250,Institution/Collective Residence,0,0,0,0
Ward 11,6250,Hotel/Motel,0,0,0,0
Ward 11,6250,RV/Tent/Other,0,0,0,0
Ward 11,6250,No Response,0,0,0,0
Ward 11,6260,Single Detached House,0,0,0,0
Ward 11,6260,Duplex/Fourplex,0,0,0,0
Ward 11,6260,Row House,0,0,0,0
Ward 11,6260,Apartment (5+ stories),0,0,0,0
Ward 11,6260,Apartment (1-4 stories),0,0,0,0
Ward 11,6260,Manufactured/Mobile Home,0,0,0,0
Ward 11,6260,Institution/Collective Residence,0,0,0,0
Ward 11,6260,Hotel/Motel,0,0,0,0
Ward 11,6260,RV/Tent/Other,0,0,0,0
Ward 11,6260,No Response,0,0,0,0
Ward 11,6280,Single Detached House,748,3,2,0
Ward 11,6280,Duplex/Fourplex,45,1,0,0
Ward 11,6280,Row House,231,3,0,0
Ward 11,6280,Apartment (5+ stories),0,0,0,0
Ward 11,6280,Apartment (1-4 stories),51,1,3,0
Ward 11,6280,Manufactured/Mobile Home,0,0,0,0
Ward 11,6280,Institution/Collective Residence,0,0,0,0
Ward 11,6280,Hotel/Motel,0,0,0,0
Ward 11,6280,RV/Tent/Other,0,0,0,0
Ward 11,6280,No Response,0,0,0,0
Ward 11,6290,Single Detached House,1041,58,112,0
Ward 11,6290,Duplex/Fourplex,36,6,23,0
Ward 11,6290,Row House,201,35,62,0
Ward 11,6290,Apartment (5+ stories),0,0,0,0
Ward 11,6290,Apartment (1-4 stories),56,0,0,0
Ward 11,6290,Manufactured/Mobile Home,0,0,0,0
Ward 11,6290,Institution/Collective Residence,3,0,0,0
Ward 11,6290,Hotel/Motel,0,0,0,0
Ward 11,6290,RV/Tent/Other,3,1,0,0
Ward 11,6290,No Response,0,0,0,0
Ward 11,6300,Single Detached House,740,14,2,0
Ward 11,6300,Duplex/Fourplex,61,0,1,0
Ward 11,6300,Row House,320,13,9,0
Ward 11,6300,Apartment (5+ stories),0,0,0,0
Ward 11,6300,Apartment (1-4 stories),237,5,5,0
Ward 11,6300,Manufactured/Mobile Home,0,0,0,0
Ward 11,6300,Institution/Collective Residence,1,0,0,0
Ward 11,6300,Hotel/Motel,0,0,0,0
Ward 11,6300,RV/Tent/Other,3,0,0,0
Ward 11,6300,No Response,0,0,0,0
Ward 11,6340,Single Detached House,283,1,2,0
Ward 11,6340,Duplex/Fourplex,58,1,0,0
Ward 11,6340,Row House,434,9,3,0
Ward 11,6340,Apartment (5+ stories),223,5,0,0
Ward 11,6340,Apartment (1-4 stories),80,5,0,0
Ward 11,6340,Manufactured/Mobile Home,0,0,0,0
Ward 11,6340,Institution/Collective Residence,67,0,1,0
Ward 11,6340,Hotel/Motel,0,0,0,0
Ward 11,6340,RV/Tent/Other,0,0,0,0
Ward 11,6340,No Response,0,0,0,0
Ward 11,6360,Single Detached House,1336,60,141,0
Ward 11,6360,Duplex/Fourplex,269,19,53,0
Ward 11,6360,Row House,68,4,61,0
Ward 11,6360,Apartment (5+ stories),0,0,0,0
Ward 11,6360,Apartment (1-4 stories),394,18,13,0
Ward 11,6360,Manufactured/Mobile Home,0,0,0,0
Ward 11,6360,Institution/Collective Residence,1,0,0,0
Ward 11,6360,Hotel/Motel,0,0,0,0
Ward 11,6360,RV/Tent/Other,0,0,0,0
Ward 11,6360,No Response,0,0,0,0
Ward 11,6400,Single Detached House,386,10,6,0
Ward 11,6400,Duplex/Fourplex,146,4,0,0
Ward 11,6400,Row House,304,15,3,0
Ward 11,6400,Apartment (5+ stories),0,0,0,0
Ward 11,6400,Apartment (1-4 stories),115,6,0,0
Ward 11,6400,Manufactured/Mobile Home,79,3,1,0
Ward 11,6400,Institution/Collective Residence,0,0,0,0
Ward 11,6400,Hotel/Motel,0,0,0,0
Ward 11,6400,RV/Tent/Other,0,0,0,0
Ward 11,6400,No Response,0,0,0,0
Ward 11,6410,Single Detached House,0,0,0,0
Ward 11,6410,Duplex/Fourplex,0,0,0,0
Ward 11,6410,Row House,2,0,4,0
Ward 11,6410,Apartment (5+ stories),0,0,0,0
Ward 11,6410,Apartment (1-4 stories),0,0,0,0
Ward 11,6410,Manufactured/Mobile Home,825,35,7,0
Ward 11,6410,Institution/Collective Residence,0,0,0,0
Ward 11,6410,Hotel/Motel,0,0,0,0
Ward 11,6410,RV/Tent/Other,0,0,0,0
Ward 11,6410,No Response,0,0,0,0
Ward 11,6420,Single Detached House,18,2,2,0
Ward 11,6420,Duplex/Fourplex,0,0,0,0
Ward 11,6420,Row House,0,0,0,0
Ward 11,6420,Apartment (5+ stories),0,0,0,0
Ward 11,6420,Apartment (1-4 stories),0,0,0,0
Ward 11,6420,Manufactured/Mobile Home,0,0,0,0
Ward 11,6420,Institution/Collective Residence,0,0,0,0
Ward 11,6420,Hotel/Motel,0,0,0,0
Ward 11,6420,RV/Tent/Other,0,0,0,0
Ward 11,6420,No Response,0,0,0,0
Ward 11,6430,Single Detached House,0,0,0,0
Ward 11,6430,Duplex/Fourplex,0,0,0,0
Ward 11,6430,Row House,0,0,0,0
Ward 11,6430,Apartment (5+ stories),0,0,0,0
Ward 11,6430,Apartment (1-4 stories),0,0,0,0
Ward 11,6430,Manufactured/Mobile Home,0,0,0,0
Ward 11,6430,Institution/Collective Residence,0,0,0,0
Ward 11,6430,Hotel/Motel,0,0,0,0
Ward 11,6430,RV/Tent/Other,0,0,0,0
Ward 11,6430,No Response,0,0,0,0
Ward 11,6450,Single Detached House,757,11,4,0
Ward 11,6450,Duplex/Fourplex,12,0,0,0
Ward 11,6450,Row House,124,9,0,0
Ward 11,6450,Apartment (5+ stories),0,0,0,0
Ward 11,6450,Apartment (1-4 stories),13,0,0,0
Ward 11,6450,Manufactured/Mobile Home,0,0,0,0
Ward 11,6450,Institution/Collective Residence,0,0,0,0
Ward 11,6450,Hotel/Motel,0,0,0,0
Ward 11,6450,RV/Tent/Other,0,0,0,0
Ward 11,6450,No Response,0,0,0,0
Ward 11,6460,Single Detached House,638,20,1,0
Ward 11,6460,Duplex/Fourplex,31,2,0,0
Ward 11,6460,Row House,342,8,3,0
Ward 11,6460,Apartment (5+ stories),0,0,0,0
Ward 11,6460,Apartment (1-4 stories),12,0,0,0
Ward 11,6460,Manufactured/Mobile Home,0,0,0,0
Ward 11,6460,Institution/Collective Residence,0,0,0,0
Ward 11,6460,Hotel/Motel,0,0,0,0
Ward 11,6460,RV/Tent/Other,0,0,0,0
Ward 11,6460,No Response,0,0,0,0
Ward 11,6470,Single Detached House,527,9,1,0
Ward 11,6470,Duplex/Fourplex,181,8,0,0
Ward 11,6470,Row House,391,14,5,0
Ward 11,6470,Apartment (5+ stories),0,0,0,0
Ward 11,6470,Apartment (1-4 stories),1,5,2,0
Ward 11,6470,Manufactured/Mobile Home,0,0,0,0
Ward 11,6470,Institution/Collective Residence,0,0,0,0
Ward 11,6470,Hotel/Motel,0,0,0,0
Ward 11,6470,RV/Tent/Other,0,0,0,0
Ward 11,6470,No Response,0,0,0,0
Ward 11,6480,Single Detached House,438,14,3,0
Ward 11,6480,Duplex/Fourplex,51,1,0,0
Ward 11,6480,Row House,191,6,14,0
Ward 11,6480,Apartment (5+ stories),0,0,0,0
Ward 11,6480,Apartment (1-4 stories),132,7,1,0
Ward 11,6480,Manufactured/Mobile Home,0,0,0,0
Ward 11,6480,Institution/Collective Residence,1,0,0,0
Ward 11,6480,Hotel/Motel,0,0,0,0
Ward 11,6480,RV/Tent/Other,0,0,0,0
Ward 11,6480,No Response,0,0,0,0
Ward 11,6492,Single Detached House,0,0,0,0
Ward 11,6492,Duplex/Fourplex,0,0,0,0
Ward 11,6492,Row House,0,0,0,0
Ward 11,6492,Apartment (5+ stories),0,0,0,0
Ward 11,6492,Apartment (1-4 stories),0,0,0,0
Ward 11,6492,Manufactured/Mobile Home,0,0,0,0
Ward 11,6492,Institution/Collective Residence,0,0,0,0
Ward 11,6492,Hotel/Motel,0,0,0,0
Ward 11,6492,RV/Tent/Other,0,0,0,0
Ward 11,6492,No Response,0,0,0,0
Ward 11,6500,Single Detached House,0,0,0,0
Ward 11,6500,Duplex/Fourplex,0,0,0,0
Ward 11,6500,Row House,0,0,0,0
Ward 11,6500,Apartment (5+ stories),0,0,0,0
Ward 11,6500,Apartment (1-4 stories),0,0,0,0
Ward 11,6500,Manufactured/Mobile Home,0,0,0,0
Ward 11,6500,Institution/Collective Residence,0,0,0,0
Ward 11,6500,Hotel/Motel,0,0,0,0
Ward 11,6500,RV/Tent/Other,0,0,0,0
Ward 11,6500,No Response,0,0,0,0
Ward 11,6510,Single Detached House,0,0,0,0
Ward 11,6510,Duplex/Fourplex,0,0,0,0
Ward 11,6510,Row House,0,0,0,0
Ward 11,6510,Apartment (5+ stories),0,0,0,0
Ward 11,6510,Apartment (1-4 stories),0,0,0,0
Ward 11,6510,Manufactured/Mobile Home,0,0,0,0
Ward 11,6510,Institution/Collective Residence,0,0,0,0
Ward 11,6510,Hotel/Motel,0,0,0,0
Ward 11,6510,RV/Tent/Other,0,0,0,0
Ward 11,6510,No Response,0,0,0,0
Ward 11,6520,Single Detached House,0,0,0,0
Ward 11,6520,Duplex/Fourplex,0,0,0,0
Ward 11,6520,Row House,0,0,0,0
Ward 11,6520,Apartment (5+ stories),0,0,0,0
Ward 11,6520,Apartment (1-4 stories),647,29,132,0
Ward 11,6520,Manufactured/Mobile Home,0,0,0,0
Ward 11,6520,Institution/Collective Residence,1,0,0,0
Ward 11,6520,Hotel/Motel,0,0,0,0
Ward 11,6520,RV/Tent/Other,0,0,4,0
Ward 11,6520,No Response,0,0,0,0
Ward 11,6540,Single Detached House,0,0,0,0
Ward 11,6540,Duplex/Fourplex,0,0,0,0
Ward 11,6540,Row House,0,0,0,0
Ward 11,6540,Apartment (5+ stories),0,0,0,0
Ward 11,6540,Apartment (1-4 stories),0,0,0,0
Ward 11,6540,Manufactured/Mobile Home,0,0,0,0
Ward 11,6540,Institution/Collective Residence,0,0,0,0
Ward 11,6540,Hotel/Motel,0,0,0,0
Ward 11,6540,RV/Tent/Other,0,0,0,0
Ward 11,6540,No Response,0,0,0,0
Ward 11,6560,Single Detached House,0,0,0,0
Ward 11,6560,Duplex/Fourplex,0,0,0,0
Ward 11,6560,Row House,0,0,0,0
Ward 11,6560,Apartment (5+ stories),0,0,0,0
Ward 11,6560,Apartment (1-4 stories),0,0,0,0
Ward 11,6560,Manufactured/Mobile Home,0,0,0,0
Ward 11,6560,Institution/Collective Residence,0,0,0,0
Ward 11,6560,Hotel/Motel,0,0,0,0
Ward 11,6560,RV/Tent/Other,0,0,0,0
Ward 11,6560,No Response,0,0,0,0
Ward 11,6570,Single Detached House,0,0,0,0
Ward 11,6570,Duplex/Fourplex,0,0,0,0
Ward 11,6570,Row House,0,0,0,0
Ward 11,6570,Apartment (5+ stories),0,0,0,0
Ward 11,6570,Apartment (1-4 stories),0,0,0,0
Ward 11,6570,Manufactured/Mobile Home,0,0,0,0
Ward 11,6570,Institution/Collective Residence,0,0,0,0
Ward 11,6570,Hotel/Motel,0,0,0,0
Ward 11,6570,RV/Tent/Other,0,0,0,0
Ward 11,6570,No Response,0,0,0,0
Ward 11,6590,Single Detached House,0,0,0,0
Ward 11,6590,Duplex/Fourplex,0,0,0,0
Ward 11,6590,Row House,0,0,0,0
Ward 11,6590,Apartment (5+ stories),0,0,0,0
Ward 11,6590,Apartment (1-4 stories),0,0,0,0
Ward 11,6590,Manufactured/Mobile Home,0,0,0,0
Ward 11,6590,Institution/Collective Residence,0,0,0,0
Ward 11,6590,Hotel/Motel,0,0,0,0
Ward 11,6590,RV/Tent/Other,0,0,0,0
Ward 11,6590,No Response,0,0,0,0
Ward 11,6600,Single Detached House,460,15,3,0
Ward 11,6600,Duplex/Fourplex,87,3,0,0
Ward 11,6600,Row House,510,15,8,0
Ward 11,6600,Apartment (5+ stories),0,0,0,0
Ward 11,6600,Apartment (1-4 stories),97,0,2,0
Ward 11,6600,Manufactured/Mobile Home,0,0,0,0
Ward 11,6600,Institution/Collective Residence,1,0,0,0
Ward 11,6600,Hotel/Motel,0,0,0,0
Ward 11,6600,RV/Tent/Other,0,0,0,0
Ward 11,6600,No Response,0,0,0,0
Ward 11,6610,Single Detached House,1122,98,115,0
Ward 11,6610,Duplex/Fourplex,171,13,21,0
Ward 11,6610,Row House,37,8,26,0
Ward 11,6610,Apartment (5+ stories),126,7,0,0
Ward 11,6610,Apartment (1-4 stories),712,52,14,0
Ward 11,6610,Manufactured/Mobile Home,0,0,0,0
Ward 11,6610,Institution/Collective Residence,2,2,34,0
Ward 11,6610,Hotel/Motel,0,0,0,0
Ward 11,6610,RV/Tent/Other,0,0,0,0
Ward 11,6610,No Response,0,0,0,0
Ward 11,6640,Single Detached House,0,0,0,0
Ward 11,6640,Duplex/Fourplex,0,0,0,0
Ward 11,6640,Row House,0,0,0,0
Ward 11,6640,Apartment (5+ stories),0,0,0,0
Ward 11,6640,Apartment (1-4 stories),0,0,0,0
Ward 11,6640,Manufactured/Mobile Home,0,0,0,0
Ward 11,6640,Institution/Collective Residence,0,0,0,0
Ward 11,6640,Hotel/Motel,0,0,0,0
Ward 11,6640,RV/Tent/Other,0,0,0,0
Ward 11,6640,No Response,0,0,0,0
Ward 11,6650,Single Detached House,0,0,0,0
Ward 11,6650,Duplex/Fourplex,0,0,0,0
Ward 11,6650,Row House,0,0,0,0
Ward 11,6650,Apartment (5+ stories),0,0,0,0
Ward 11,6650,Apartment (1-4 stories),0,0,0,0
Ward 11,6650,Manufactured/Mobile Home,0,0,0,0
Ward 11,6650,Institution/Collective Residence,0,0,0,0
Ward 11,6650,Hotel/Motel,0,0,0,0
Ward 11,6650,RV/Tent/Other,0,0,0,0
Ward 11,6650,No Response,0,0,0,0
Ward 11,6670,Single Detached House,946,18,4,0
Ward 11,6670,Duplex/Fourplex,164,8,0,0
Ward 11,6670,Row House,179,10,1,0
Ward 11,6670,Apartment (5+ stories),0,0,0,0
Ward 11,6670,Apartment (1-4 stories),72,5,1,0
Ward 11,6670,Manufactured/Mobile Home,0,0,0,0
Ward 11,6670,Institution/Collective Residence,0,0,0,0
Ward 11,6670,Hotel/Motel,0,0,0,0
Ward 11,6670,RV/Tent/Other,1,0,0,0
Ward 11,6670,No Response,0,0,0,0
Ward 11,6680,Single Detached House,903,13,3,0
Ward 11,6680,Duplex/Fourplex,32,3,3,0
Ward 11,6680,Row House,287,18,1,0
Ward 11,6680,Apartment (5+ stories),0,0,0,0
Ward 11,6680,Apartment (1-4 stories),9,0,0,0
Ward 11,6680,Manufactured/Mobile Home,0,0,0,0
Ward 11,6680,Institution/Collective Residence,0,0,0,0
Ward 11,6680,Hotel/Motel,0,0,0,0
Ward 11,6680,RV/Tent/Other,0,0,0,0
Ward 11,6680,No Response,0,0,0,0
Ward 11,6690,Single Detached House,0,0,0,0
Ward 11,6690,Duplex/Fourplex,0,0,0,0
Ward 11,6690,Row House,0,0,0,0
Ward 11,6690,Apartment (5+ stories),0,0,0,0
Ward 11,6690,Apartment (1-4 stories),0,0,0,0
Ward 11,6690,Manufactured/Mobile Home,0,0,0,0
Ward 11,6690,Institution/Collective Residence,0,0,0,0
Ward 11,6690,Hotel/Motel,0,0,0,0
Ward 11,6690,RV/Tent/Other,0,0,0,0
Ward 11,6690,No Response,0,0,0,0
Ward 11,6700,Single Detached House,0,0,0,0
Ward 11,6700,Duplex/Fourplex,0,0,0,0
Ward 11,6700,Row House,0,0,0,0
Ward 11,6700,Apartment (5+ stories),0,0,0,0
Ward 11,6700,Apartment (1-4 stories),0,0,0,0
Ward 11,6700,Manufactured/Mobile Home,0,0,0,0
Ward 11,6700,Institution/Collective Residence,0,0,0,0
Ward 11,6700,Hotel/Motel,0,0,0,0
Ward 11,6700,RV/Tent/Other,0,0,0,0
Ward 11,6700,No Response,0,0,0,0
Ward 11,6720,Single Detached House,8,0,0,0
Ward 11,6720,Duplex/Fourplex,277,7,0,0
Ward 11,6720,Row House,197,9,13,0
Ward 11,6720,Apartment (5+ stories),215,2,2,0
Ward 11,6720,Apartment (1-4 stories),278,54,1,0
Ward 11,6720,Manufactured/Mobile Home,1,0,0,0
Ward 11,6720,Institution/Collective Residence,1,0,0,0
Ward 11,6720,Hotel/Motel,0,0,0,0
Ward 11,6720,RV/Tent/Other,0,0,0,0
Ward 11,6720,No Response,0,0,0,0
Ward 11,6750,Single Detached House,438,6,7,0
Ward 11,6750,Duplex/Fourplex,44,0,1,0
Ward 11,6750,Row House,408,18,7,0
Ward 11,6750,Apartment (5+ stories),0,0,0,0
Ward 11,6750,Apartment (1-4 stories),183,1,1,0
Ward 11,6750,Manufactured/Mobile Home,0,0,0,0
Ward 11,6750,Institution/Collective Residence,0,0,0,0
Ward 11,6750,Hotel/Motel,0,0,0,0
Ward 11,6750,RV/Tent/Other,0,0,0,0
Ward 11,6750,No Response,0,0,0,0
Ward 11,6760,Single Detached House,551,4,0,0
Ward 11,6760,Duplex/Fourplex,99,5,0,0
Ward 11,6760,Row House,154,6,1,0
Ward 11,6760,Apartment (5+ stories),0,0,0,0
Ward 11,6760,Apartment (1-4 stories),317,10,0,0
Ward 11,6760,Manufactured/Mobile Home,0,0,0,0
Ward 11,6760,Institution/Collective Residence,0,0,0,0
Ward 11,6760,Hotel/Motel,0,0,0,0
Ward 11,6760,RV/Tent/Other,0,0,0,0
Ward 11,6760,No Response,0,0,0,0
Ward 11,6780,Single Detached House,0,0,0,0
Ward 11,6780,Duplex/Fourplex,0,0,0,0
Ward 11,6780,Row House,0,0,0,0
Ward 11,6780,Apartment (5+ stories),0,0,0,0
Ward 11,6780,Apartment (1-4 stories),0,0,0,0
Ward 11,6780,Manufactured/Mobile Home,43,25,0,0
Ward 11,6780,Institution/Collective Residence,0,0,0,0
Ward 11,6780,Hotel/Motel,0,1,0,0
Ward 11,6780,RV/Tent/Other,0,0,0,0
Ward 11,6780,No Response,0,0,0,0
Ward 12,6030,Single Detached House,770,12,1,0
Ward 12,6030,Duplex/Fourplex,16,1,0,0
Ward 12,6030,Row House,237,2,1,0
Ward 12,6030,Apartment (5+ stories),0,0,0,0
Ward 12,6030,Apartment (1-4 stories),371,0,2,0
Ward 12,6030,Manufactured/Mobile Home,0,0,0,0
Ward 12,6030,Institution/Collective Residence,2,0,0,0
Ward 12,6030,Hotel/Motel,0,0,0,0
Ward 12,6030,RV/Tent/Other,0,0,0,0
Ward 12,6030,No Response,0,0,0,0
Ward 12,6140,Single Detached House,1123,5,4,0
Ward 12,6140,Duplex/Fourplex,64,0,0,0
Ward 12,6140,Row House,154,0,1,0
Ward 12,6140,Apartment (5+ stories),0,0,0,0
Ward 12,6140,Apartment (1-4 stories),137,0,1,0
Ward 12,6140,Manufactured/Mobile Home,0,0,0,0
Ward 12,6140,Institution/Collective Residence,0,0,0,0
Ward 12,6140,Hotel/Motel,0,0,0,0
Ward 12,6140,RV/Tent/Other,0,0,0,0
Ward 12,6140,No Response,0,0,0,0
Ward 12,6150,Single Detached House,812,9,0,0
Ward 12,6150,Duplex/Fourplex,53,6,1,0
Ward 12,6150,Row House,300,10,4,0
Ward 12,6150,Apartment (5+ stories),0,0,0,0
Ward 12,6150,Apartment (1-4 stories),60,2,0,0
Ward 12,6150,Manufactured/Mobile Home,0,0,0,0
Ward 12,6150,Institution/Collective Residence,0,0,0,0
Ward 12,6150,Hotel/Motel,0,0,0,0
Ward 12,6150,RV/Tent/Other,0,0,0,0
Ward 12,6150,No Response,0,0,0,0
Ward 12,6211,Single Detached House,1078,0,3,0
Ward 12,6211,Duplex/Fourplex,178,0,0,0
Ward 12,6211,Row House,326,3,4,0
Ward 12,6211,Apartment (5+ stories),0,0,0,0
Ward 12,6211,Apartment (1-4 stories),480,6,6,0
Ward 12,6211,Manufactured/Mobile Home,2,0,0,0
Ward 12,6211,Institution/Collective Residence,0,0,0,0
Ward 12,6211,Hotel/Motel,0,0,0,0
Ward 12,6211,RV/Tent/Other,0,0,0,0
Ward 12,6211,No Response,0,0,0,0
Ward 12,6213,Single Detached House,2491,32,2,0
Ward 12,6213,Duplex/Fourplex,405,1,1,0
Ward 12,6213,Row House,301,52,16,0
Ward 12,6213,Apartment (5+ stories),0,0,0,0
Ward 12,6213,Apartment (1-4 stories),632,37,3,0
Ward 12,6213,Manufactured/Mobile Home,0,0,0,0
Ward 12,6213,Institution/Collective Residence,0,0,0,0
Ward 12,6213,Hotel/Motel,0,0,0,0
Ward 12,6213,RV/Tent/Other,0,0,0,0
Ward 12,6213,No Response,0,0,0,0
Ward 12,6214,Single Detached House,0,0,0,0
Ward 12,6214,Duplex/Fourplex,0,0,0,0
Ward 12,6214,Row House,0,0,0,0
Ward 12,6214,Apartment (5+ stories),0,0,0,0
Ward 12,6214,Apartment (1-4 stories),0,0,0,0
Ward 12,6214,Manufactured/Mobile Home,0,0,0,0
Ward 12,6214,Institution/Collective Residence,0,0,0,0
Ward 12,6214,Hotel/Motel,0,0,0,0
Ward 12,6214,RV/Tent/Other,0,0,0,0
Ward 12,6214,No Response,0,0,0,0
Ward 12,6216,Single Detached House,235,25,0,0
Ward 12,6216,Duplex/Fourplex,33,7,0,0
